beta,threshold,precision,recall,f1,accuracy,false_positive_rate,specificity,best_validation_reconstruction,final_validation_sparsity,recall_DoS,recall_Probe,recall_R2L,recall_U2R
0.0,0.016310464590787888,0.9885598222345671,0.9860435317137366,0.9873000736855793,0.9793446690917295,0.05001897533206831,0.9499810246679317,0.003861249519805415,113.53750882867165,0.9866595810961866,0.986378581493659,0.950950950950951,1.0
0.0001,0.02149038203060627,0.9885301540335915,0.9834634898097002,0.985990313004531,0.9772438879959394,0.05001897533206831,0.9499810246679317,0.005416888484812608,3.2661625525892575,0.9843323376885159,0.9826209488022546,0.93993993993994,0.9423076923076923
0.001,0.019999181851744652,0.9884955134248106,0.9804678706862219,0.98446532734085,0.9748047260525055,0.05001897533206831,0.9499810246679317,0.004505062507398328,0.13275597508424147,0.9872459731359147,0.9887271019257867,0.5925925925925926,0.9807692307692307
0.01,0.02067081443965435,0.9885679590597624,0.9867534761302834,0.9876598842247565,0.9799227363731213,0.05001897533206831,0.9499810246679317,0.004837688709409515,0.003263002498061228,0.9871726741309487,0.9938938468764679,0.948948948948949,0.9807692307692307
0.1,0.029216274619102478,0.9885566437452247,0.9857664802341085,0.9871595904247479,0.9791190818599668,0.05001897533206831,0.9499810246679317,0.0071395279758342985,0.0014355486912955044,0.9867878543548771,0.9661813057773603,0.9719719719719719,0.9807692307692307
